customer_id,signup_date,segment,industry,country,plan,mrr,contract_length,number_of_users,support_tickets,usage_score,nps_score,churn_date,is_churned,lifetime_months,total_revenue,clv,last_transaction_date,recency_days,transaction_count,avg_transaction_value,cohort_month
CUST_002628,27-09-2022,Startup,Retail,Canada,Basic,49,1,1,0,73,48,,0,27.5,1416.44,1416.44,27-12-2024,4,28,50.58714286,2022-09
CUST_002629,26-07-2023,Small Business,Healthcare,Germany,Business,399,24,5,3,29,7,,0,17.5,7824.93,7824.93,26-12-2024,5,18,434.7183333,2023-07
CUST_002630,30-04-2022,Mid-Market,Technology,France,Business,399,36,32,3,70,8,,0,32.5,13263.49,13263.49,28-12-2024,3,33,401.9239394,2022-04
CUST_002631,20-10-2023,Enterprise,Healthcare,USA,Basic,49,1,398,2,70,62,,0,14.6,738.45,738.45,20-12-2024,11,15,49.23,2023-10
CUST_002632,16-09-2023,Small Business,Healthcare,USA,Basic,49,12,6,3,53,-30,,0,15.7,778.06,778.06,16-12-2024,15,16,48.62875,2023-09
CUST_002633,22-07-2024,Mid-Market,Retail,Other,Basic,49,36,42,2,70,29,,0,5.4,300.87,300.87,22-12-2024,9,6,50.145,2024-07
CUST_002634,29-09-2023,Mid-Market,Other,Other,Business,399,12,17,3,69,46,,0,15.3,6468.64,6468.64,29-12-2024,2,16,404.29,2023-09
CUST_002635,01-04-2022,Startup,Technology,USA,Business,399,12,3,2,97,74,,0,33.5,13356.05,13356.05,01-12-2024,30,33,404.7287879,2022-04
CUST_002636,30-03-2021,Enterprise,Technology,USA,Basic,49,12,429,1,49,42,,0,45.7,2300.99,2300.99,28-12-2024,3,46,50.02152174,2021-03
CUST_002637,12-06-2024,Small Business,Retail,Other,Business,399,12,9,2,47,-10,,0,6.7,2777.41,2777.41,12-12-2024,19,7,396.7728571,2024-06
CUST_002638,25-12-2021,Mid-Market,Healthcare,UK,Basic,49,36,16,3,47,8,,0,36.7,1878.14,1878.14,25-12-2024,6,37,50.76054054,2021-12
CUST_002639,05-08-2024,Startup,Real Estate,Canada,Basic,49,12,3,4,56,-43,,0,4.9,250.87,250.87,05-12-2024,26,5,50.174,2024-08
CUST_002640,24-12-2022,Small Business,Healthcare,USA,Enterprise,999,1,6,0,33,3,,0,24.6,25348.31,25348.31,24-12-2024,7,25,1013.9324,2022-12
CUST_002641,04-01-2023,Enterprise,Healthcare,Australia,Business,399,1,198,2,59,72,,0,24.2,9845.69,9845.69,04-12-2024,27,24,410.2370833,2023-01
CUST_002642,11-12-2021,Small Business,Healthcare,USA,Business,399,1,6,0,65,82,01-02-2023,1,13.9,5832.41,5832.41,11-01-2023,720,14,416.6007143,2021-12
CUST_002643,22-05-2020,Mid-Market,Technology,USA,Professional,149,12,48,2,94,19,,0,56.1,8521.48,8521.48,22-12-2024,9,56,152.1692857,2020-05
CUST_002644,05-07-2022,Startup,Retail,USA,Basic,49,36,4,1,62,100,,0,30.3,1470.99,1470.99,05-12-2024,26,30,49.033,2022-07
CUST_002645,07-04-2022,Startup,Technology,Other,Business,399,24,4,0,90,4,,0,33.3,13230.63,13230.63,07-12-2024,24,33,400.9281818,2022-04
CUST_002646,27-08-2021,Small Business,Finance,Germany,Business,399,36,4,3,81,37,,0,40.7,17483.98,17483.98,27-12-2024,4,41,426.4385366,2021-08
CUST_002647,05-02-2024,Small Business,Finance,France,Basic,49,36,9,1,67,-53,,0,11,541.37,541.37,05-12-2024,26,11,49.21545455,2024-02
CUST_002648,11-12-2023,Mid-Market,Technology,USA,Professional,149,12,11,3,62,26,,0,12.9,1931.43,1931.43,11-12-2024,20,13,148.5715385,2023-12
CUST_002649,31-10-2020,Small Business,Technology,Other,Business,399,12,2,3,75,32,,0,50.7,20669.37,20669.37,28-12-2024,3,51,405.2817647,2020-10
CUST_002650,05-01-2022,Small Business,Finance,France,Enterprise,999,12,8,4,77,3,,0,36.4,35725.38,35725.38,05-12-2024,26,36,992.3716667,2022-01
CUST_002651,29-02-2024,Mid-Market,Manufacturing,France,Business,399,1,42,5,54,75,,0,10.2,4478.66,4478.66,29-12-2024,2,11,407.1509091,2024-02
CUST_002652,17-10-2020,Small Business,Other,Other,Business,399,12,9,1,76,-40,,0,51.2,20329.81,20329.81,17-12-2024,14,51,398.6237255,2020-10
CUST_002653,11-04-2020,Enterprise,Technology,USA,Basic,49,12,217,3,63,-41,17-09-2021,1,17.5,898.99,898.99,11-09-2021,1207,18,49.94388889,2020-04
CUST_002654,14-07-2023,Small Business,Technology,Canada,Professional,149,12,6,3,75,34,09-08-2024,1,13.1,2033.49,2033.49,14-07-2024,170,13,156.4223077,2023-07
CUST_002655,16-05-2022,Enterprise,Technology,Other,Business,399,12,267,2,97,-58,,0,32,13972.59,13972.59,16-12-2024,15,32,436.6434375,2022-05
CUST_002656,25-08-2022,Small Business,Finance,France,Basic,49,12,9,2,57,59,,0,28.6,1459.82,1459.82,25-12-2024,6,29,50.33862069,2022-08
CUST_002657,03-07-2024,Mid-Market,Retail,Canada,Business,399,12,15,1,25,21,,0,6,2680.99,2680.99,03-12-2024,28,6,446.8316667,2024-07
CUST_002658,31-08-2022,Mid-Market,Education,USA,Enterprise,999,12,49,2,63,57,04-11-2023,1,14.3,15321.73,15321.73,28-10-2023,430,15,1021.448667,2022-08
CUST_002659,21-04-2022,Small Business,Manufacturing,Germany,Basic,49,1,3,2,43,33,,0,32.8,1608.64,1608.64,21-12-2024,10,33,48.74666667,2022-04
CUST_002660,19-08-2022,Startup,Technology,UK,Business,399,12,1,0,70,42,,0,28.8,12026.07,12026.07,19-12-2024,12,29,414.692069,2022-08
CUST_002661,30-07-2022,Startup,Finance,USA,Business,399,12,3,3,44,26,,0,29.5,12476.3,12476.3,28-12-2024,3,30,415.8766667,2022-07
CUST_002662,05-12-2024,Mid-Market,Real Estate,Australia,Professional,149,24,25,2,62,77,,0,0.9,138.2,138.2,05-12-2024,26,1,138.2,2024-12
CUST_002663,23-10-2022,Mid-Market,Healthcare,USA,Business,399,1,19,5,97,72,,0,26.7,10954.04,10954.04,23-12-2024,8,27,405.7051852,2022-10
CUST_002664,25-03-2020,Startup,Finance,USA,Basic,49,12,1,2,100,45,,0,58.1,2887.05,2887.05,25-12-2024,6,58,49.77672414,2020-03
CUST_002665,22-12-2024,Small Business,Other,Germany,Business,399,12,5,3,72,41,,0,0.3,379.01,379.01,22-12-2024,9,1,379.01,2024-12
CUST_002666,23-11-2020,Mid-Market,Manufacturing,UK,Basic,49,1,20,1,46,58,,0,50,2486.39,2486.39,23-12-2024,8,50,49.7278,2020-11
CUST_002667,26-03-2022,Startup,Manufacturing,USA,Business,399,12,3,1,82,24,,0,33.7,13631.39,13631.39,26-12-2024,5,34,400.9232353,2022-03
CUST_002668,13-01-2024,Startup,Healthcare,USA,Professional,149,12,4,0,55,44,,0,11.8,1768.91,1768.91,13-12-2024,18,12,147.4091667,2024-01
CUST_002669,29-03-2021,Startup,Finance,USA,Basic,49,12,2,2,35,2,,0,45.8,2300.66,2300.66,28-12-2024,3,46,50.01434783,2021-03
CUST_002670,20-09-2021,Startup,Technology,USA,Professional,149,1,4,1,100,-22,,0,39.9,6045.91,6045.91,20-12-2024,11,40,151.14775,2021-09
CUST_002671,29-05-2023,Startup,Retail,USA,Basic,49,12,2,3,64,25,,0,19.4,998.72,998.72,29-12-2024,2,20,49.936,2023-05
CUST_002672,23-03-2023,Enterprise,Technology,USA,Basic,49,1,421,2,76,70,,0,21.6,1130.63,1130.63,23-12-2024,8,22,51.39227273,2023-03
CUST_002673,26-10-2021,Mid-Market,Education,USA,Basic,49,12,41,2,58,57,,0,38.7,1940.15,1940.15,26-12-2024,5,39,49.7474359,2021-10
CUST_002674,12-01-2020,Small Business,Education,UK,Business,399,24,6,6,75,-13,,0,60.5,24060.21,24060.21,12-12-2024,19,60,401.0035,2020-01
CUST_002675,02-03-2023,Small Business,Finance,Other,Business,399,1,7,2,48,1,,0,22.3,8709.74,8709.74,02-12-2024,29,22,395.8972727,2023-03
CUST_002676,30-10-2020,Small Business,Technology,UK,Enterprise,999,12,2,7,62,14,11-01-2022,1,14.6,15398.58,15398.58,28-12-2021,1099,15,1026.572,2020-10
CUST_002677,09-08-2023,Small Business,Technology,Germany,Business,399,12,5,4,83,-26,,0,17,6960.64,6960.64,09-12-2024,22,17,409.4494118,2023-08
CUST_002678,01-09-2022,Small Business,Education,USA,Business,399,12,3,2,61,0,,0,28.4,11049.95,11049.95,01-12-2024,30,28,394.6410714,2022-09
CUST_002679,16-08-2023,Small Business,Retail,France,Basic,49,12,8,0,48,-20,,0,16.8,847.88,847.88,16-12-2024,15,17,49.87529412,2023-08
CUST_002680,29-10-2024,Enterprise,Manufacturing,Canada,Business,399,12,385,1,83,15,,0,2.1,1405.31,1405.31,29-12-2024,2,3,468.4366667,2024-10
CUST_002681,21-02-2022,Mid-Market,Healthcare,UK,Business,399,1,22,3,57,10,,0,34.8,13916.8,13916.8,21-12-2024,10,35,397.6228571,2022-02
CUST_002682,12-02-2020,Small Business,Finance,USA,Basic,49,1,5,1,57,63,,0,59.5,2985.85,2985.85,12-12-2024,19,59,50.60762712,2020-02
CUST_002683,01-08-2022,Small Business,Manufacturing,USA,Business,399,12,3,4,42,40,,0,29.4,11779.66,11779.66,01-12-2024,30,29,406.1951724,2022-08
CUST_002684,08-12-2020,Mid-Market,Finance,Canada,Professional,149,1,49,2,95,72,,0,49.5,7439.42,7439.42,08-12-2024,23,49,151.824898,2020-12
CUST_002685,11-09-2023,Small Business,Retail,UK,Enterprise,999,1,4,0,86,-55,25-06-2024,1,9.6,9923.97,9923.97,11-06-2024,203,10,992.397,2023-09
CUST_002686,12-05-2021,Small Business,Education,Australia,Business,399,12,7,0,59,-13,,0,44.3,17653.03,17653.03,12-12-2024,19,44,401.2052273,2021-05
CUST_002687,29-12-2020,Small Business,Technology,USA,Enterprise,999,1,7,1,47,43,23-05-2022,1,17,16846.23,16846.23,28-04-2022,978,17,990.9547059,2020-12
CUST_002688,09-06-2022,Enterprise,Technology,USA,Basic,49,1,420,6,78,40,,0,31.2,1503.66,1503.66,09-12-2024,22,31,48.50516129,2022-06
CUST_002689,02-03-2021,Small Business,Finance,Canada,Basic,49,1,7,3,73,16,,0,46.7,2314.62,2314.62,02-12-2024,29,46,50.31782609,2021-03
CUST_002690,01-10-2022,Mid-Market,Technology,Australia,Enterprise,999,1,48,1,56,68,,0,27.4,27785.98,27785.98,01-12-2024,30,27,1029.11037,2022-10
CUST_002691,21-01-2020,Startup,Manufacturing,USA,Basic,49,24,1,4,63,28,,0,60.2,2959.23,2959.23,21-12-2024,10,60,49.3205,2020-01
CUST_002692,10-02-2021,Mid-Market,Manufacturing,Canada,Professional,149,1,43,0,76,100,,0,47.3,7072.11,7072.11,10-12-2024,21,47,150.4704255,2021-02
CUST_002693,10-09-2021,Small Business,Real Estate,USA,Professional,149,24,7,1,69,34,,0,40.3,6027.62,6027.62,10-12-2024,21,40,150.6905,2021-09
CUST_002694,11-10-2022,Enterprise,Retail,Canada,Business,399,12,407,3,72,4,,0,27.1,11001.75,11001.75,11-12-2024,20,27,407.4722222,2022-10
CUST_002695,01-12-2020,Small Business,Technology,France,Basic,49,12,8,3,70,92,,0,49.7,2402.79,2402.79,01-12-2024,30,49,49.03653061,2020-12
CUST_002696,14-02-2023,Small Business,Healthcare,Australia,Basic,49,1,6,1,79,30,,0,22.9,1157.39,1157.39,14-12-2024,17,23,50.32130435,2023-02
CUST_002697,21-02-2023,Mid-Market,Education,USA,Professional,149,36,42,1,53,54,13-05-2024,1,14.9,2325.29,2325.29,21-04-2024,254,15,155.0193333,2023-02
CUST_002698,02-02-2021,Small Business,Technology,USA,Professional,149,24,3,0,68,-8,,0,47.6,7129.73,7129.73,02-12-2024,29,47,151.696383,2021-02
CUST_002699,03-03-2022,Mid-Market,Manufacturing,Canada,Basic,49,1,19,2,50,44,,0,34.5,1721.78,1721.78,03-12-2024,28,34,50.64058824,2022-03
CUST_002700,15-12-2021,Mid-Market,Education,USA,Business,399,1,12,1,52,27,,0,37.1,14937.46,14937.46,15-12-2024,16,37,403.7151351,2021-12
CUST_002701,20-02-2020,Small Business,Healthcare,Germany,Business,399,12,8,1,100,56,,0,59.2,24129,24129,20-12-2024,11,59,408.9661017,2020-02
CUST_002702,11-12-2024,Mid-Market,Healthcare,UK,Business,399,36,20,0,36,16,,0,0.7,429.07,429.07,11-12-2024,20,1,429.07,2024-12
CUST_002703,19-11-2020,Startup,Retail,USA,Basic,49,12,4,3,78,-36,27-10-2022,1,23.6,1152.69,1152.69,19-10-2022,804,24,48.02875,2020-11
CUST_002704,27-02-2022,Small Business,Real Estate,France,Business,399,12,3,2,100,58,,0,34.6,14164.12,14164.12,27-12-2024,4,35,404.6891429,2022-02
CUST_002705,20-05-2020,Small Business,Technology,USA,Enterprise,999,1,8,1,100,29,,0,56.2,57216.36,57216.36,20-12-2024,11,56,1021.720714,2020-05
CUST_002706,14-04-2021,Enterprise,Other,Other,Professional,149,12,139,1,76,3,,0,45.2,6785.43,6785.43,14-12-2024,17,45,150.7873333,2021-04
CUST_002707,25-02-2022,Small Business,Retail,France,Basic,49,1,3,4,100,35,,0,34.7,1733.57,1733.57,25-12-2024,6,35,49.53057143,2022-02
CUST_002708,30-12-2024,Startup,Other,Germany,Enterprise,999,12,1,2,73,36,,0,0,1082.96,1082.96,30-12-2024,1,1,1082.96,2024-12
CUST_002709,19-09-2023,Mid-Market,Technology,USA,Professional,149,1,28,0,59,47,,0,15.6,2430.03,2430.03,19-12-2024,12,16,151.876875,2023-09
CUST_002710,21-08-2022,Startup,Technology,Other,Business,399,1,1,0,65,46,03-07-2024,1,22.7,9633.09,9633.09,21-06-2024,193,23,418.83,2022-08
CUST_002711,04-10-2022,Mid-Market,Education,France,Basic,49,12,45,4,83,85,,0,27.3,1327.14,1327.14,04-12-2024,27,27,49.15333333,2022-10
CUST_002712,07-01-2021,Startup,Real Estate,USA,Business,399,12,3,2,100,17,,0,48.5,19663.74,19663.74,07-12-2024,24,48,409.66125,2021-01
CUST_002713,06-05-2024,Enterprise,Finance,USA,Enterprise,999,12,401,2,86,70,,0,8,7931.09,7931.09,06-12-2024,25,8,991.38625,2024-05
CUST_002714,08-05-2021,Startup,Manufacturing,USA,Professional,149,24,1,3,63,14,,0,44.4,6605.91,6605.91,08-12-2024,23,44,150.1343182,2021-05
CUST_002715,11-04-2024,Small Business,Real Estate,Other,Basic,49,1,5,2,52,-31,,0,8.8,443,443,11-12-2024,20,9,49.22222222,2024-04
CUST_002716,19-08-2024,Mid-Market,Technology,Australia,Basic,49,12,30,0,26,81,,0,4.5,239.28,239.28,19-12-2024,12,5,47.856,2024-08
CUST_002717,20-01-2022,Mid-Market,Retail,Other,Basic,49,24,37,1,62,-3,,0,35.9,1801.73,1801.73,20-12-2024,11,36,50.04805556,2022-01
CUST_002718,25-03-2023,Small Business,Real Estate,France,Professional,149,24,8,2,44,62,,0,21.6,3360.37,3360.37,25-12-2024,6,22,152.7440909,2023-03
CUST_002719,17-10-2020,Startup,Healthcare,UK,Business,399,24,1,2,83,33,,0,51.2,20951.67,20951.67,17-12-2024,14,51,410.8170588,2020-10
CUST_002720,29-07-2024,Mid-Market,Healthcare,USA,Basic,49,1,15,4,59,38,,0,5.2,290.31,290.31,29-12-2024,2,6,48.385,2024-07
CUST_002721,13-03-2023,Mid-Market,Education,USA,Basic,49,1,39,1,84,74,,0,22,1122.08,1122.08,13-12-2024,18,22,51.00363636,2023-03
CUST_002722,15-04-2020,Small Business,Healthcare,USA,Professional,149,12,4,2,100,-57,,0,57.4,8662.93,8662.93,15-12-2024,16,57,151.9812281,2020-04
CUST_002723,14-12-2023,Small Business,Technology,UK,Professional,149,12,8,2,62,62,,0,12.8,2088.09,2088.09,14-12-2024,17,13,160.6223077,2023-12
CUST_002724,31-10-2021,Small Business,Other,Other,Professional,149,1,6,0,68,56,,0,38.6,5947.72,5947.72,28-12-2024,3,39,152.505641,2021-10
CUST_002725,08-08-2024,Small Business,Retail,Other,Business,399,12,7,1,72,-5,,0,4.8,1968.78,1968.78,08-12-2024,23,5,393.756,2024-08
CUST_002726,02-01-2020,Mid-Market,Education,USA,Business,399,12,30,3,59,30,11-06-2021,1,17.5,7029.17,7029.17,02-06-2021,1308,18,390.5094444,2020-01
CUST_002727,11-08-2021,Startup,Education,Germany,Basic,49,12,4,0,67,64,,0,41.3,2050.85,2050.85,11-12-2024,20,41,50.02073171,2021-08
CUST_002728,05-10-2021,Small Business,Technology,Canada,Professional,149,1,7,0,57,-12,03-02-2023,1,16.2,2379.64,2379.64,05-01-2023,726,16,148.7275,2021-10
CUST_002729,30-03-2020,Mid-Market,Technology,UK,Professional,149,1,17,4,92,22,,0,57.9,8668.27,8668.27,28-12-2024,3,58,149.452931,2020-03
CUST_002730,30-09-2023,Small Business,Healthcare,Germany,Basic,49,1,7,5,60,73,,0,15.3,769.85,769.85,29-12-2024,2,16,48.115625,2023-09
CUST_002731,15-12-2020,Small Business,Healthcare,USA,Professional,149,12,6,3,40,-26,,0,49.2,7278.01,7278.01,15-12-2024,16,49,148.5308163,2020-12
CUST_002732,22-01-2024,Mid-Market,Retail,Other,Business,399,1,45,3,41,40,,0,11.5,4995.8,4995.8,22-12-2024,9,12,416.3166667,2024-01
CUST_002733,10-07-2023,Small Business,Retail,Germany,Basic,49,24,4,3,48,41,,0,18,870.8,870.8,10-12-2024,21,18,48.37777778,2023-07
CUST_002734,06-10-2023,Mid-Market,Finance,France,Basic,49,1,33,3,56,38,,0,15.1,756.16,756.16,06-12-2024,25,15,50.41066667,2023-10
CUST_002735,05-02-2023,Small Business,Technology,USA,Business,399,24,3,2,82,-19,,0,23.2,9316.16,9316.16,05-12-2024,26,23,405.0504348,2023-02
CUST_002736,28-05-2024,Startup,Healthcare,USA,Business,399,12,1,0,81,27,,0,7.2,3338.7,3338.7,28-12-2024,3,8,417.3375,2024-05
CUST_002737,28-11-2022,Mid-Market,Finance,USA,Professional,149,1,11,2,82,30,,0,25.5,3937.21,3937.21,28-12-2024,3,26,151.4311538,2022-11
CUST_002738,27-06-2022,Small Business,Finance,France,Business,399,12,8,3,65,23,,0,30.6,12491,12491,27-12-2024,4,31,402.9354839,2022-06
CUST_002739,07-06-2020,Startup,Technology,Other,Enterprise,999,12,4,3,84,62,,0,55.6,55402.97,55402.97,07-12-2024,24,55,1007.326727,2020-06
CUST_002740,25-05-2024,Startup,Retail,UK,Basic,49,12,1,4,60,29,,0,7.3,405.42,405.42,25-12-2024,6,8,50.6775,2024-05
CUST_002741,16-08-2022,Small Business,Technology,France,Basic,49,12,3,0,28,38,,0,28.9,1423.54,1423.54,16-12-2024,15,29,49.08758621,2022-08
CUST_002742,07-11-2020,Small Business,Healthcare,UK,Basic,49,12,3,1,83,-25,,0,50.5,2482.13,2482.13,07-12-2024,24,50,49.6426,2020-11
CUST_002743,18-06-2023,Small Business,Manufacturing,USA,Business,399,12,7,1,51,-6,,0,18.7,7729.52,7729.52,18-12-2024,13,19,406.8168421,2023-06
CUST_002744,20-03-2021,Startup,Technology,Germany,Professional,149,12,4,6,60,3,,0,46.1,7178.07,7178.07,20-12-2024,11,46,156.045,2021-03
CUST_002745,24-10-2020,Startup,Retail,France,Enterprise,999,12,2,2,57,6,05-09-2021,1,10.5,11382.55,11382.55,24-08-2021,1225,11,1034.777273,2020-10
CUST_002746,09-08-2022,Mid-Market,Healthcare,USA,Business,399,1,11,2,75,30,,0,29.2,11684,11684,09-12-2024,22,29,402.8965517,2022-08
CUST_002747,05-02-2020,Small Business,Technology,USA,Professional,149,24,8,0,68,-5,,0,59.7,9143.58,9143.58,05-12-2024,26,59,154.9759322,2020-02
CUST_002748,12-01-2023,Small Business,Technology,UK,Basic,49,24,3,1,60,-19,,0,24,1263.86,1263.86,12-12-2024,19,24,52.66083333,2023-01
CUST_002749,15-01-2024,Startup,Other,USA,Professional,149,36,4,3,96,34,,0,11.7,1734.54,1734.54,15-12-2024,16,12,144.545,2024-01
CUST_002750,03-12-2024,Small Business,Finance,Other,Basic,49,1,4,1,63,27,,0,0.9,44.73,44.73,03-12-2024,28,1,44.73,2024-12
CUST_002751,09-11-2023,Small Business,Other,Canada,Enterprise,999,24,9,1,60,41,,0,13.9,14378.34,14378.34,09-12-2024,22,14,1027.024286,2023-11
CUST_002752,10-04-2023,Startup,Finance,USA,Professional,149,24,3,1,81,100,,0,21,3387.35,3387.35,10-12-2024,21,21,161.302381,2023-04
CUST_002753,31-10-2023,Enterprise,Finance,USA,Basic,49,12,104,0,88,-20,,0,14.2,728.32,728.32,29-12-2024,2,15,48.55466667,2023-10
CUST_002754,04-09-2024,Mid-Market,Healthcare,Other,Professional,149,12,20,4,82,31,,0,3.9,583.35,583.35,04-12-2024,27,4,145.8375,2024-09
CUST_002755,17-10-2023,Small Business,Healthcare,Germany,Basic,49,36,6,3,53,28,,0,14.7,754.31,754.31,17-12-2024,14,15,50.28733333,2023-10
CUST_002756,12-07-2021,Mid-Market,Healthcare,Germany,Professional,149,36,18,2,72,34,29-12-2021,1,5.7,978,978,12-12-2021,1115,6,163,2021-07
CUST_002757,09-06-2022,Enterprise,Healthcare,USA,Basic,49,12,170,2,66,100,,0,31.2,1536.92,1536.92,09-12-2024,22,31,49.57806452,2022-06
CUST_002758,20-05-2020,Enterprise,Finance,Australia,Professional,149,12,159,6,61,-74,,0,56.2,8386.06,8386.06,20-12-2024,11,56,149.7510714,2020-05
CUST_002759,05-06-2022,Small Business,Technology,UK,Professional,149,24,3,4,46,14,,0,31.3,4712.06,4712.06,05-12-2024,26,31,152.0019355,2022-06
CUST_002760,15-02-2023,Startup,Technology,Germany,Professional,149,1,2,2,69,29,26-11-2024,1,21.7,3394.35,3394.35,15-11-2024,46,22,154.2886364,2023-02
CUST_002761,24-07-2023,Small Business,Healthcare,Other,Business,399,1,9,2,86,50,,0,17.5,7240.38,7240.38,24-12-2024,7,18,402.2433333,2023-07
CUST_002762,26-12-2021,Small Business,Finance,USA,Basic,49,36,5,4,97,57,,0,36.7,1824.18,1824.18,26-12-2024,5,37,49.30216216,2021-12
CUST_002763,28-05-2023,Mid-Market,Retail,UK,Professional,149,24,49,2,88,-39,,0,19.4,3073.54,3073.54,28-12-2024,3,20,153.677,2023-05
CUST_002764,15-11-2022,Startup,Real Estate,USA,Professional,149,36,1,3,56,22,,0,25.9,3812.27,3812.27,15-12-2024,16,26,146.6257692,2022-11
CUST_002765,04-06-2021,Startup,Healthcare,UK,Professional,149,12,3,3,46,-8,20-11-2022,1,17.8,2745.44,2745.44,04-11-2022,788,18,152.5244444,2021-06
CUST_002766,11-12-2024,Small Business,Technology,USA,Enterprise,999,12,2,2,35,44,,0,0.7,937.35,937.35,11-12-2024,20,1,937.35,2024-12
CUST_002767,10-01-2020,Mid-Market,Healthcare,Other,Basic,49,36,33,0,86,36,,0,60.6,3023.91,3023.91,10-12-2024,21,60,50.3985,2020-01
CUST_002768,10-09-2022,Enterprise,Real Estate,USA,Business,399,12,176,0,81,6,,0,28.1,11238.7,11238.7,10-12-2024,21,28,401.3821429,2022-09
CUST_002769,12-01-2021,Enterprise,Technology,Canada,Professional,149,24,186,0,53,100,,0,48.3,7459.84,7459.84,12-12-2024,19,48,155.4133333,2021-01
CUST_002770,14-07-2024,Small Business,Manufacturing,Australia,Professional,149,12,5,2,49,18,,0,5.7,910.57,910.57,14-12-2024,17,6,151.7616667,2024-07
CUST_002771,18-07-2024,Startup,Finance,Other,Business,399,1,4,1,90,16,,0,5.5,2334.57,2334.57,18-12-2024,13,6,389.095,2024-07
CUST_002772,12-11-2021,Startup,Technology,UK,Basic,49,1,1,2,84,-6,,0,38.2,1895.16,1895.16,12-12-2024,19,38,49.87263158,2021-11
CUST_002773,06-08-2021,Small Business,Healthcare,UK,Business,399,12,8,1,90,-89,,0,41.4,16827.96,16827.96,06-12-2024,25,41,410.4380488,2021-08
CUST_002774,31-05-2020,Startup,Technology,USA,Basic,49,12,1,1,76,32,,0,55.8,2871.27,2871.27,28-12-2024,3,56,51.27267857,2020-05
CUST_002775,20-12-2021,Startup,Real Estate,USA,Professional,149,1,2,0,77,-5,,0,36.9,5623.57,5623.57,20-12-2024,11,37,151.9883784,2021-12
CUST_002776,08-12-2022,Mid-Market,Finance,Canada,Business,399,12,19,3,23,37,,0,25.1,10391.5,10391.5,08-12-2024,23,25,415.66,2022-12
CUST_002777,23-03-2023,Small Business,Retail,USA,Basic,49,12,3,1,57,100,,0,21.6,1120.49,1120.49,23-12-2024,8,22,50.93136364,2023-03
CUST_002778,08-05-2022,Startup,Retail,USA,Business,399,24,3,2,100,38,,0,32.3,12808.99,12808.99,08-12-2024,23,32,400.2809375,2022-05
CUST_002779,09-08-2023,Mid-Market,Retail,USA,Basic,49,1,16,1,53,37,,0,17,841.58,841.58,09-12-2024,22,17,49.50470588,2023-08
CUST_002780,22-05-2024,Startup,Finance,Canada,Business,399,12,3,2,69,69,,0,7.4,3099.28,3099.28,22-12-2024,9,8,387.41,2024-05
CUST_002781,19-02-2020,Startup,Technology,UK,Professional,149,1,3,1,96,83,,0,59.2,8897.66,8897.66,19-12-2024,12,59,150.8077966,2020-02
CUST_002782,25-10-2021,Small Business,Healthcare,USA,Business,399,1,9,4,82,38,,0,38.8,15690.72,15690.72,25-12-2024,6,39,402.3261538,2021-10
CUST_002783,14-06-2021,Startup,Technology,USA,Enterprise,999,1,3,1,45,37,,0,43.2,43363.09,43363.09,14-12-2024,17,43,1008.443953,2021-06
CUST_002784,23-06-2024,Small Business,Manufacturing,Canada,Professional,149,12,4,1,41,7,,0,6.4,1053.51,1053.51,23-12-2024,8,7,150.5014286,2024-06
CUST_002785,19-12-2022,Small Business,Technology,Germany,Basic,49,1,4,4,97,52,,0,24.8,1246.92,1246.92,19-12-2024,12,25,49.8768,2022-12
CUST_002786,05-04-2023,Mid-Market,Retail,UK,Business,399,1,25,3,79,53,18-08-2023,1,4.5,2014.78,2014.78,05-08-2023,514,5,402.956,2023-04
CUST_002787,10-05-2023,Enterprise,Technology,France,Basic,49,1,237,2,72,31,,0,20,990.42,990.42,10-12-2024,21,20,49.521,2023-05
CUST_002788,06-05-2022,Mid-Market,Other,USA,Professional,149,36,11,1,75,-17,,0,32.3,4925.79,4925.79,06-12-2024,25,32,153.9309375,2022-05
CUST_002789,25-05-2020,Small Business,Healthcare,USA,Enterprise,999,36,2,1,57,37,,0,56,57000.93,57000.93,25-12-2024,6,56,1017.87375,2020-05
CUST_002790,03-07-2022,Mid-Market,Healthcare,USA,Business,399,1,30,5,47,60,,0,30.4,12372.17,12372.17,03-12-2024,28,30,412.4056667,2022-07
CUST_002791,26-08-2024,Enterprise,Real Estate,UK,Basic,49,12,322,3,73,-8,,0,4.2,248.74,248.74,26-12-2024,5,5,49.748,2024-08
CUST_002792,19-09-2022,Mid-Market,Finance,Germany,Basic,49,36,16,4,52,40,,0,27.8,1396.25,1396.25,19-12-2024,12,28,49.86607143,2022-09
CUST_002793,02-01-2024,Small Business,Other,USA,Basic,49,1,8,1,53,60,,0,12.1,596.05,596.05,02-12-2024,29,12,49.67083333,2024-01
CUST_002794,29-08-2020,Startup,Technology,Canada,Professional,149,1,2,3,57,42,,0,52.8,7929.76,7929.76,28-12-2024,3,53,149.6181132,2020-08
CUST_002795,03-08-2021,Startup,Healthcare,UK,Basic,49,1,1,1,80,100,,0,41.5,2014.96,2014.96,03-12-2024,28,41,49.14536585,2021-08
CUST_002796,17-11-2021,Small Business,Retail,Other,Business,399,36,8,1,50,1,,0,38,15063.75,15063.75,17-12-2024,14,38,396.4144737,2021-11
